year_quarter,sector,rating,next_rating,observed,recalculated
2018-10-01,public,AAA,AAA,1.0,0.9415461025052241
2018-10-01,public,AAA,B,0.0,0.0
2018-10-01,public,AAA,BB,0.0,0.0
2018-10-01,public,AAA,BBB,0.0,0.0
2018-10-01,public,AAA,C,0.0,0.0
2018-10-01,public,AAA,D,0.0,0.0
2018-10-01,public,B,A,0.0,0.0034924752296712214
2018-10-01,public,B,AAA,0.0,0.0
2018-10-01,public,B,B,0.9130434782608695,0.9279372963906086
2018-10-01,public,B,BB,0.0,0.05854469994782319
2018-10-01,public,B,BBB,0.0,0.0
2018-10-01,public,B,C,0.08695652173913043,0.010001964166264709
2018-10-01,public,B,D,0.0,2.3564265632263395e-05
2018-10-01,public,BB,A,0.058823529411764705,0.0171259192410107
2018-10-01,public,BB,AAA,0.0,0.0
2018-10-01,public,BB,B,0.058823529411764705,0.012083331519959255
2018-10-01,public,BB,BB,0.8235294117647058,0.8307033410658569
2018-10-01,public,BB,BBB,0.058823529411764705,0.13987367355846048
2018-10-01,public,BB,C,0.0,0.00021373461471269013
2018-10-01,public,BB,D,0.0,0.0
2018-10-01,public,BBB,A,0.0,0.11180478935080829
2018-10-01,public,BBB,AAA,0.0,0.0
2018-10-01,public,BBB,B,0.0,0.00045366881558158643
2018-10-01,public,BBB,BB,0.0,0.005895080390809635
2018-10-01,public,BBB,BBB,1.0,0.8817461794259085
2018-10-01,public,BBB,C,0.0,0.00010028201689204233
2018-10-01,public,BBB,D,0.0,0.0
2018-10-01,public,C,A,0.0,0.0
2018-10-01,public,C,AAA,0.0,0.0
2018-10-01,public,C,B,0.0,0.2780837954684655
2018-10-01,public,C,BB,0.0,0.0
2018-10-01,public,C,BBB,0.0,0.0
2018-10-01,public,C,C,0.0,0.7100407398534301
2018-10-01,public,C,D,0.0,0.01187546467810436
2019-01-01,public,A,A,0.7777777777777778,0.8472226823415638
2019-01-01,public,A,AAA,0.0,0.13888892595457714
2019-01-01,public,A,B,0.0,0.0
2019-01-01,public,A,BB,0.0,0.0
2019-01-01,public,A,BBB,0.2222222222222222,0.013888391703859053
2019-01-01,public,A,C,0.0,0.0
2019-01-01,public,A,D,0.0,0.0
2019-01-01,public,AAA,A,0.0,0.05113029127056537
2019-01-01,public,AAA,AAA,1.0,0.9488697087294347
2019-01-01,public,AAA,B,0.0,0.0
2019-01-01,public,AAA,BB,0.0,0.0
2019-01-01,public,AAA,BBB,0.0,0.0
2019-01-01,public,AAA,C,0.0,0.0
2019-01-01,public,AAA,D,0.0,0.0
2019-01-01,public,B,A,0.0,0.004231303412714715
2019-01-01,public,B,AAA,0.0,0.0
2019-01-01,public,B,B,0.7391304347826086,0.9212479079031309
2019-01-01,public,B,BB,0.0,0.06609473931627152
2019-01-01,public,B,BBB,0.0,0.0
2019-01-01,public,B,C,0.2608695652173913,0.00840822082019352
2019-01-01,public,B,D,0.0,1.7828547689314297e-05
2019-01-01,public,BB,A,0.05555555555555555,0.020134038589721848
2019-01-01,public,BB,AAA,0.0,0.0
2019-01-01,public,BB,B,0.05555555555555555,0.01017245559719711
2019-01-01,public,BB,BB,0.8333333333333334,0.8162473941891348
2019-01-01,public,BB,BBB,0.05555555555555555,0.15327989719936375
2019-01-01,public,BB,C,0.0,0.00016621442458248956
2019-01-01,public,BB,D,0.0,0.0
2019-01-01,public,BBB,A,0.0,0.12489082068047375
2019-01-01,public,BBB,AAA,0.0,0.0
2019-01-01,public,BBB,B,0.0,0.0003608039830153695
2019-01-01,public,BBB,BB,0.0,0.004907079921576261
2019-01-01,public,BBB,BBB,1.0,0.8697642588936517
2019-01-01,public,BBB,C,0.0,7.703652128288536e-05
2019-01-01,public,BBB,D,0.0,0.0
2019-01-01,public,C,A,0.0,0.0
2019-01-01,public,C,AAA,0.0,0.0
2019-01-01,public,C,B,0.0,0.29357314700665005
2019-01-01,public,C,BB,0.0,0.0
2019-01-01,public,C,BBB,0.0,0.0
2019-01-01,public,C,C,0.0,0.6958911305053153
2019-01-01,public,C,D,0.0,0.010535722488034732
2019-04-01,public,A,A,0.7777777777777778,0.7136393163378414
2019-04-01,public,A,AAA,0.0,0.0033455266434235797
2019-04-01,public,A,B,0.0,0.0
2019-04-01,public,A,BB,0.0,0.0
2019-04-01,public,A,BBB,0.2222222222222222,0.28301515701873503
2019-04-01,public,A,C,0.0,0.0
2019-04-01,public,A,D,0.0,0.0
2019-04-01,public,AAA,A,0.5,0.4970180276662365
2019-04-01,public,AAA,AAA,0.5,0.5029819723337635
2019-04-01,public,AAA,B,0.0,0.0
2019-04-01,public,AAA,BB,0.0,0.0
2019-04-01,public,AAA,BBB,0.0,0.0
2019-04-01,public,AAA,C,0.0,0.0
2019-04-01,public,AAA,D,0.0,0.0
2019-04-01,public,B,A,0.0,1.2176348039627527e-05
2019-04-01,public,B,AAA,0.0,0.0
2019-04-01,public,B,B,0.75,0.7876887993007212
2019-04-01,public,B,BB,0.0,0.0010906334024755049
2019-04-01,public,B,BBB,0.0,0.0
2019-04-01,public,B,C,0.25,0.20576439362506013
2019-04-01,public,B,D,0.0,0.005443997323703524
2019-04-01,public,BB,A,0.058823529411764705,0.00011776305576183255
2019-04-01,public,BB,AAA,0.0,0.0
2019-04-01,public,BB,B,0.23529411764705882,0.22106936231979638
2019-04-01,public,BB,BB,0.7058823529411765,0.7489305446718235
2019-04-01,public,BB,BBB,0.0,0.005007272135143737
2019-04-01,public,BB,C,0.0,0.02487505781747453
2019-04-01,public,BB,D,0.0,0.0
2019-04-01,public,BBB,A,0.0,0.0027398110421265054
2019-04-01,public,BBB,AAA,0.0,0.0
2019-04-01,public,BBB,B,0.0,0.02898687081144473
2019-04-01,public,BBB,BB,0.06666666666666667,0.132726362297473
2019-04-01,public,BBB,BBB,0.9333333333333333,0.8200789185310099
2019-04-01,public,BBB,C,0.0,0.015468037317945875
2019-04-01,public,BBB,D,0.0,0.0
2019-04-01,public,C,A,0.0,0.0
2019-04-01,public,C,AAA,0.0,0.0
2019-04-01,public,C,B,0.0,0.048041514938524266
2019-04-01,public,C,BB,0.0,0.0
2019-04-01,public,C,BBB,0.0,0.0
2019-04-01,public,C,C,0.0,0.8340546632200208
2019-04-01,public,C,D,0.0,0.11790382184145498
2019-07-01,public,A,A,0.8,0.7639735288200453
2019-07-01,public,A,AAA,0.0,0.0054022879332851215
2019-07-01,public,A,B,0.0,0.0
2019-07-01,public,A,BB,0.0,0.0
2019-07-01,public,A,BBB,0.2,0.2306241832466696
2019-07-01,public,A,C,0.0,0.0
2019-07-01,public,A,D,0.0,0.0
2019-07-01,public,AAA,A,0.5,0.4323635391519222
2019-07-01,public,AAA,AAA,0.5,0.5676364608480777
2019-07-01,public,AAA,B,0.0,0.0
2019-07-01,public,AAA,BB,0.0,0.0
2019-07-01,public,AAA,BBB,0.0,0.0
2019-07-01,public,AAA,C,0.0,0.0
2019-07-01,public,AAA,D,0.0,0.0
2019-07-01,public,B,A,0.0,2.435620494778412e-05
2019-07-01,public,B,AAA,0.0,0.0
2019-07-01,public,B,B,0.76,0.8299285295442305
2019-07-01,public,B,BB,0.0,0.001829265838706906
2019-07-01,public,B,BBB,0.0,0.0
2019-07-01,public,B,C,0.24,0.16480539770227426
2019-07-01,public,B,D,0.0,0.003412450709840576
2019-07-01,public,BB,A,0.0,0.00022019165478226466
2019-07-01,public,BB,AAA,0.0,0.0
2019-07-01,public,BB,B,0.17647058823529413,0.18081526491230568
2019-07-01,public,BB,BB,0.8235294117647058,0.7942913701508089
2019-07-01,public,BB,BBB,0.0,0.007879508790243572
2019-07-01,public,BB,C,0.0,0.016793664491859633
2019-07-01,public,BB,D,0.0,0.0
2019-07-01,public,BBB,A,0.0,0.004467754582204053
2019-07-01,public,BBB,AAA,0.0,0.0
2019-07-01,public,BBB,B,0.0,0.021007127076921126
2019-07-01,public,BBB,BB,0.0,0.10691034818277369
2019-07-01,public,BBB,BBB,1.0,0.8574653873276161
2019-07-01,public,BBB,C,0.0,0.010149382830484957
2019-07-01,public,BBB,D,0.0,0.0
2019-07-01,public,C,A,0.0,0.0
2019-07-01,public,C,AAA,0.0,0.0
2019-07-01,public,C,B,0.0,0.0603467749564337
2019-07-01,public,C,BB,0.0,0.0
2019-07-01,public,C,BBB,0.0,0.0
2019-07-01,public,C,C,1.0,0.8424767100953097
2019-07-01,public,C,D,0.0,0.09717651494825658
2019-10-01,public,A,A,0.7777777777777778,0.7533358110945734
2019-10-01,public,A,AAA,0.0,0.004865846200076573
2019-10-01,public,A,B,0.0,0.0
2019-10-01,public,A,BB,0.0,0.0
2019-10-01,public,A,BBB,0.2222222222222222,0.24179834270535006
2019-10-01,public,A,C,0.0,0.0
2019-10-01,public,A,D,0.0,0.0
2019-10-01,public,AAA,A,0.5,0.4466630751762331
2019-10-01,public,AAA,AAA,0.5,0.553336924823767
2019-10-01,public,AAA,B,0.0,0.0
2019-10-01,public,AAA,BB,0.0,0.0
2019-10-01,public,AAA,BBB,0.0,0.0
2019-10-01,public,AAA,C,0.0,0.0
2019-10-01,public,AAA,D,0.0,0.0
2019-10-01,public,B,A,0.0,2.091629938172357e-05
2019-10-01,public,B,AAA,0.0,0.0
2019-10-01,public,B,B,0.8333333333333334,0.8210793102279521
2019-10-01,public,B,BB,0.0,0.001633692403352427
2019-10-01,public,B,BBB,0.0,0.0
2019-10-01,public,B,C,0.16666666666666666,0.17347207174909274
2019-10-01,public,B,D,0.0,0.003794009320221004
2019-10-01,public,BB,A,0.0,0.00019197016573835324
2019-10-01,public,BB,AAA,0.0,0.0
2019-10-01,public,BB,B,0.25,0.18947654148340531
2019-10-01,public,BB,BB,0.75,0.7848270322306345
2019-10-01,public,BB,BBB,0.0,0.007138354561117666
2019-10-01,public,BB,C,0.0,0.018366101559104057
2019-10-01,public,BB,D,0.0,0.0
2019-10-01,public,BBB,A,0.09090909090909091,0.0040153657914990815
2019-10-01,public,BBB,AAA,0.0,0.0
2019-10-01,public,BBB,B,0.0,0.02261927954327589
2019-10-01,public,BBB,BB,0.0,0.11243045995460516
2019-10-01,public,BBB,BBB,0.9090909090909091,0.849764279370348
2019-10-01,public,BBB,C,0.0,0.011170615340271833
2019-10-01,public,BBB,D,0.0,0.0
2019-10-01,public,C,A,0.0,0.0
2019-10-01,public,C,AAA,0.0,0.0
2019-10-01,public,C,B,0.0,0.0574132193327771
2019-10-01,public,C,BB,0.0,0.0
2019-10-01,public,C,BBB,0.0,0.0
2019-10-01,public,C,C,1.0,0.8410444478579564
2019-10-01,public,C,D,0.0,0.1015423328092665
2020-01-01,public,A,A,1.0,0.8155407130640577
2020-01-01,public,A,AAA,0.0,0.009346494169976238
2020-01-01,public,A,B,0.0,0.0
2020-01-01,public,A,BB,0.0,0.0
2020-01-01,public,A,BBB,0.0,0.17511279276596603
2020-01-01,public,A,C,0.0,0.0
2020-01-01,public,A,D,0.0,0.0
2020-01-01,public,AAA,A,0.5,0.35654140061388695
2020-01-01,public,AAA,AAA,0.5,0.643458599386113
2020-01-01,public,AAA,B,0.0,0.0
2020-01-01,public,AAA,BB,0.0,0.0
2020-01-01,public,AAA,BBB,0.0,0.0
2020-01-01,public,AAA,C,0.0,0.0
2020-01-01,public,AAA,D,0.0,0.0
2020-01-01,public,B,A,0.0,5.462489108565283e-05
2020-01-01,public,B,AAA,0.0,0.0
2020-01-01,public,B,B,0.9473684210526315,0.8723548664351615
2020-01-01,public,B,BB,0.0,0.0033155532765321016
2020-01-01,public,B,BBB,0.0,0.0
2020-01-01,public,B,C,0.05263157894736842,0.12239670196822616
2020-01-01,public,B,D,0.0,0.0018782534289945542
2020-01-01,public,BB,A,0.0,0.0004545229666353956
2020-01-01,public,BB,AAA,0.0,0.0
2020-01-01,public,BB,B,0.23529411764705882,0.13731551602359865
2020-01-01,public,BB,BB,0.7647058823529411,0.8389215624374501
2020-01-01,public,BB,BBB,0.0,0.013201361841656323
2020-01-01,public,BB,C,0.0,0.010107036730659559
2020-01-01,public,BB,D,0.0,0.0
2020-01-01,public,BBB,A,0.0,0.00782122655470674
2020-01-01,public,BBB,AAA,0.0,0.0
2020-01-01,public,BBB,B,0.0,0.013732601514011821
2020-01-01,public,BBB,BB,0.0,0.07951946563452611
2020-01-01,public,BBB,BBB,1.0,0.8930278550810524
2020-01-01,public,BBB,C,0.0,0.005898851215702909
2020-01-01,public,BBB,D,0.0,0.0
2020-01-01,public,C,A,0.0,0.0
2020-01-01,public,C,AAA,0.0,0.0
2020-01-01,public,C,B,0.0,0.07841294251853836
2020-01-01,public,C,BB,0.0,0.0
2020-01-01,public,C,BBB,0.0,0.0
2020-01-01,public,C,C,1.0,0.8457795193378027
2020-01-01,public,C,D,0.0,0.07580753814365895
2020-04-01,public,A,A,0.875,0.8711316548824242
2020-04-01,public,A,AAA,0.0,0.108831146779098
2020-04-01,public,A,B,0.0,0.0
2020-04-01,public,A,BB,0.0,0.0
2020-04-01,public,A,BBB,0.125,0.020037198338477842
2020-04-01,public,A,C,0.0,0.0
2020-04-01,public,A,D,0.0,0.0
2020-04-01,public,AAA,A,0.0,0.0685670642666982
2020-04-01,public,AAA,AAA,1.0,0.9314329357333018
2020-04-01,public,AAA,B,0.0,0.0
2020-04-01,public,AAA,BB,0.0,0.0
2020-04-01,public,AAA,BBB,0.0,0.0
2020-04-01,public,AAA,C,0.0,0.0
2020-04-01,public,AAA,D,0.0,0.0
2020-04-01,public,B,A,0.0,0.002743527512685806
2020-04-01,public,B,AAA,0.0,0.0
2020-04-01,public,B,B,1.0,0.9347400280422855
2020-04-01,public,B,BB,0.0,0.050164302177985176
2020-04-01,public,B,BBB,0.0,0.0
2020-04-01,public,B,C,0.0,0.012319110273768379
2020-04-01,public,B,D,0.0,3.30319932751802e-05
2020-04-01,public,BB,A,0.0,0.013959176307072552
2020-04-01,public,BB,AAA,0.0,0.0
2020-04-01,public,BB,B,0.07692307692307693,0.014851437974804763
2020-04-01,public,BB,BB,0.8461538461538461,0.8466062973627679
2020-04-01,public,BB,BBB,0.07692307692307693,0.12429349666497513
2020-04-01,public,BB,C,0.0,0.00028959169037965553
2020-04-01,public,BB,D,0.0,0.0
2020-04-01,public,BBB,A,0.1,0.09708813460435584
2020-04-01,public,BBB,AAA,0.0,0.0
2020-04-01,public,BBB,B,0.0,0.0005978061752594791
2020-04-01,public,BBB,BB,0.0,0.007345312948613286
2020-04-01,public,BBB,BBB,0.9,0.8948308129708237
2020-04-01,public,BBB,C,0.0,0.0001379333009477591
2020-04-01,public,BBB,D,0.0,0.0
2020-04-01,public,C,A,0.0,0.0
2020-04-01,public,C,AAA,0.0,0.0
2020-04-01,public,C,B,0.3333333333333333,0.2595899984746436
2020-04-01,public,C,BB,0.0,0.0
2020-04-01,public,C,BBB,0.0,0.0
2020-04-01,public,C,C,0.6666666666666666,0.726685340043824
2020-04-01,public,C,D,0.0,0.01372466148153242
2020-07-01,public,A,A,0.8333333333333334,0.8992297827521586
2020-07-01,public,A,AAA,0.0,0.04561150516427659
2020-07-01,public,A,B,0.0,0.0
2020-07-01,public,A,BB,0.0,0.0
2020-07-01,public,A,BBB,0.16666666666666666,0.055158712083564855
2020-07-01,public,A,C,0.0,0.0
2020-07-01,public,A,D,0.0,0.0
2020-07-01,public,AAA,A,0.0,0.15142634614952583
2020-07-01,public,AAA,AAA,1.0,0.8485736538504742
2020-07-01,public,AAA,B,0.0,0.0
2020-07-01,public,AAA,BB,0.0,0.0
2020-07-01,public,AAA,BBB,0.0,0.0
2020-07-01,public,AAA,C,0.0,0.0
2020-07-01,public,AAA,D,0.0,0.0
2020-07-01,public,B,A,0.0,0.000635879931561667
2020-07-01,public,B,AAA,0.0,0.0
2020-07-01,public,B,B,0.9444444444444444,0.9445481230916093
2020-07-01,public,B,BB,0.05555555555555555,0.018938914217218605
2020-07-01,public,B,BBB,0.0,0.0
2020-07-01,public,B,C,0.0,0.03568056195209986
2020-07-01,public,B,D,0.0,0.0001965208075105833
2020-07-01,public,BB,A,0.0,0.003969595893476785
2020-07-01,public,BB,AAA,0.0,0.0
2020-07-01,public,BB,B,0.08333333333333333,0.04219934825991105
2020-07-01,public,BB,BB,0.9166666666666666,0.8951388802640766
2020-07-01,public,BB,BBB,0.0,0.0572741294041651
2020-07-01,public,BB,C,0.0,0.0014180461783704688
2020-07-01,public,BB,D,0.0,0.0
2020-07-01,public,BBB,A,0.09090909090909091,0.0396693112959684
2020-07-01,public,BBB,AAA,0.0,0.0
2020-07-01,public,BBB,B,0.0,0.0024900027250775413
2020-07-01,public,BBB,BB,0.0,0.022421996507243747
2020-07-01,public,BBB,BBB,0.9090909090909091,0.9346842289623141
2020-07-01,public,BBB,C,0.0,0.000734460509396283
2020-07-01,public,BBB,D,0.0,0.0
2020-07-01,public,C,A,0.0,0.0
2020-07-01,public,C,AAA,0.0,0.0
2020-07-01,public,C,B,0.0,0.16875888907828573
2020-07-01,public,C,BB,0.0,0.0
2020-07-01,public,C,BBB,0.0,0.0
2020-07-01,public,C,C,1.0,0.801902004444497
2020-07-01,public,C,D,0.0,0.02933910647721728
2020-10-01,public,A,A,0.5714285714285714,0.8993226560435162
2020-10-01,public,A,AAA,0.14285714285714285,0.0462246574124765
2020-10-01,public,A,B,0.0,0.0
2020-10-01,public,A,BB,0.0,0.0
2020-10-01,public,A,BBB,0.2857142857142857,0.054452686544007305
2020-10-01,public,A,C,0.0,0.0
2020-10-01,public,A,D,0.0,0.0
2020-10-01,public,AAA,A,0.0,0.14993789666272833
2020-10-01,public,AAA,AAA,1.0,0.8500621033372717
2020-10-01,public,AAA,B,0.0,0.0
2020-10-01,public,AAA,BB,0.0,0.0
2020-10-01,public,AAA,BBB,0.0,0.0
2020-10-01,public,AAA,C,0.0,0.0
2020-10-01,public,AAA,D,0.0,0.0
2020-10-01,public,B,A,0.0,0.0006498077549680348
2020-10-01,public,B,AAA,0.0,0.0
2020-10-01,public,B,B,1.0,0.9447380175936719
2020-10-01,public,B,BB,0.0,0.019222253035388825
2020-10-01,public,B,BBB,0.0,0.0
2020-10-01,public,B,C,0.0,0.035197981793068274
2020-10-01,public,B,D,0.0,0.00019193982290295402
2020-10-01,public,BB,A,0.0,0.004045120035354732
2020-10-01,public,BB,AAA,0.0,0.0
2020-10-01,public,BB,B,0.0,0.041643471550416256
2020-10-01,public,BB,BB,1.0,0.8949497522951987
2020-10-01,public,BB,BBB,0.0,0.057972836141424566
2020-10-01,public,BB,C,0.0,0.0013888199776057493
2020-10-01,public,BB,D,0.0,0.0
2020-10-01,public,BBB,A,0.1,0.04021713419654516
2020-10-01,public,BBB,AAA,0.0,0.0
2020-10-01,public,BBB,B,0.0,0.0024443716418089652
2020-10-01,public,BBB,BB,0.0,0.0221059282512583
2020-10-01,public,BBB,BBB,0.9,0.9345140777376405
2020-10-01,public,BBB,C,0.0,0.0007184881727470236
2020-10-01,public,BBB,D,0.0,0.0
2020-10-01,public,C,A,0.0,0.0
2020-10-01,public,C,AAA,0.0,0.0
2020-10-01,public,C,B,0.0,0.16986619475144393
2020-10-01,public,C,BB,0.0,0.0
2020-10-01,public,C,BBB,0.0,0.0
2020-10-01,public,C,C,1.0,0.8010865303536939
2020-10-01,public,C,D,0.0,0.029047274894862127
2021-01-01,public,A,A,0.6666666666666666,0.8293830553118171
2021-01-01,public,A,AAA,0.16666666666666666,0.1595954866870699
2021-01-01,public,A,B,0.0,0.0
2021-01-01,public,A,BB,0.0,0.0
2021-01-01,public,A,BBB,0.16666666666666666,0.011021458001112948
2021-01-01,public,A,C,0.0,0.0
2021-01-01,public,A,D,0.0,0.0
2021-01-01,public,AAA,A,0.0,0.04242666079518032
2021-01-01,public,AAA,AAA,1.0,0.9575733392048197
2021-01-01,public,AAA,B,0.0,0.0
2021-01-01,public,AAA,BB,0.0,0.0
2021-01-01,public,AAA,BBB,0.0,0.0
2021-01-01,public,AAA,C,0.0,0.0
2021-01-01,public,AAA,D,0.0,0.0
2021-01-01,public,B,A,0.0,0.005448883345694822
2021-01-01,public,B,AAA,0.0,0.0
2021-01-01,public,B,B,0.8421052631578947,0.9105466618024305
2021-01-01,public,B,BB,0.0,0.07737971103732322
2021-01-01,public,B,BBB,0.0,0.0
2021-01-01,public,B,C,0.15789473684210525,0.006612584371412978
2021-01-01,public,B,D,0.0,1.2159443138534626e-05
2021-01-01,public,BB,A,0.0,0.02489373462565836
2021-01-01,public,BB,AAA,0.0,0.0
2021-01-01,public,BB,B,0.1,0.008012363950313578
2021-01-01,public,BB,BB,0.5,0.7946400234522134
2021-01-01,public,BB,BBB,0.0,0.17233626289068016
2021-01-01,public,BB,C,0.4,0.00011761508113450373
2021-01-01,public,BB,D,0.0,0.0
2021-01-01,public,BBB,A,0.25,0.1441911797789619
2021-01-01,public,BBB,AAA,0.0,0.0
2021-01-01,public,BBB,B,0.0,0.0002630800236291249
2021-01-01,public,BBB,BB,0.0,0.003805660287303678
2021-01-01,public,BBB,BBB,0.5833333333333334,0.851686463289239
2021-01-01,public,BBB,C,0.16666666666666666,5.361662086629547e-05
2021-01-01,public,BBB,D,0.0,0.0
2021-01-01,public,C,A,0.0,0.0
2021-01-01,public,C,AAA,0.0,0.0
2021-01-01,public,C,B,0.0,0.3150849435892128
2021-01-01,public,C,BB,0.0,0.0
2021-01-01,public,C,BBB,0.0,0.0
2021-01-01,public,C,C,1.0,0.6759773842726401
2021-01-01,public,C,D,0.0,0.00893767213814713
2021-04-01,public,A,A,0.6,0.8292188301146088
2021-04-01,public,A,AAA,0.4,0.15978195248350935
2021-04-01,public,A,B,0.0,0.0
2021-04-01,public,A,BB,0.0,0.0
2021-04-01,public,A,BBB,0.0,0.010999217401881834
2021-04-01,public,A,C,0.0,0.0
2021-04-01,public,A,D,0.0,0.0
2021-04-01,public,AAA,A,0.0,0.0423573476986612
2021-04-01,public,AAA,AAA,1.0,0.9576426523013388
2021-04-01,public,AAA,B,0.0,0.0
2021-04-01,public,AAA,BB,0.0,0.0
2021-04-01,public,AAA,BBB,0.0,0.0
2021-04-01,public,AAA,C,0.0,0.0
2021-04-01,public,AAA,D,0.0,0.0
2021-04-01,public,B,A,0.0,0.005460586136924128
2021-04-01,public,B,AAA,0.0,0.0
2021-04-01,public,B,B,0.8823529411764706,0.910446181067837
2021-04-01,public,B,BB,0.058823529411764705,0.07748237882286513
2021-04-01,public,B,BBB,0.0,0.0
2021-04-01,public,B,C,0.058823529411764705,0.0065987348738881825
2021-04-01,public,B,D,0.0,1.2119098485550775e-05
2021-04-01,public,BB,A,0.0,0.02493845578007714
2021-04-01,public,BB,AAA,0.0,0.0
2021-04-01,public,BB,B,0.16666666666666666,0.00799567311954469
2021-04-01,public,BB,BB,0.6666666666666666,0.7944439706231671
2021-04-01,public,BB,BBB,0.16666666666666666,0.17250463863220145
2021-04-01,public,BB,C,0.0,0.00011726184500960537
2021-04-01,public,BB,D,0.0,0.0
2021-04-01,public,BBB,A,0.16666666666666666,0.1443654876833551
2021-04-01,public,BBB,AAA,0.0,0.0
2021-04-01,public,BBB,B,0.0,0.00026235722395405616
2021-04-01,public,BBB,BB,0.0,0.003797221921379238
2021-04-01,public,BBB,BBB,0.8333333333333334,0.8515214851998355
2021-04-01,public,BBB,C,0.0,5.344797147606232e-05
2021-04-01,public,BBB,D,0.0,0.0
2021-04-01,public,C,A,0.0,0.0
2021-04-01,public,C,AAA,0.0,0.0
2021-04-01,public,C,B,0.0,0.3152728868169705
2021-04-01,public,C,BB,0.0,0.0
2021-04-01,public,C,BBB,0.0,0.0
2021-04-01,public,C,C,1.0,0.6758022115623286
2021-04-01,public,C,D,0.0,0.00892490162070087
2021-07-01,public,A,A,0.4,0.7938636075390821
2021-07-01,public,A,AAA,0.4,0.198788552853554
2021-07-01,public,A,B,0.0,0.0
2021-07-01,public,A,BB,0.0,0.0
2021-07-01,public,A,BBB,0.2,0.007347839607363828
2021-07-01,public,A,C,0.0,0.0
2021-07-01,public,A,D,0.0,0.0
2021-07-01,public,AAA,A,0.0,0.03050933371614974
2021-07-01,public,AAA,AAA,1.0,0.9694906662838503
2021-07-01,public,AAA,B,0.0,0.0
2021-07-01,public,AAA,BB,0.0,0.0
2021-07-01,public,AAA,BBB,0.0,0.0
2021-07-01,public,AAA,C,0.0,0.0
2021-07-01,public,AAA,D,0.0,0.0
2021-07-01,public,B,A,0.0,0.008211434975651466
2021-07-01,public,B,AAA,0.0,0.0
2021-07-01,public,B,B,0.9473684210526315,0.8881086881211832
2021-07-01,public,B,BB,0.0,0.09932922683375578
2021-07-01,public,B,BBB,0.0,0.0
2021-07-01,public,B,C,0.05263157894736842,0.004344369390716746
2021-07-01,public,B,D,0.0,6.280678692874331e-06
2021-07-01,public,BB,A,0.0,0.03502246756381033
2021-07-01,public,BB,AAA,0.0,0.0
2021-07-01,public,BB,B,0.1111111111111111,0.005272418344192446
2021-07-01,public,BB,BB,0.7777777777777778,0.7531336459201885
2021-07-01,public,BB,BBB,0.1111111111111111,0.20650687160102887
2021-07-01,public,BB,C,0.0,6.459657077982556e-05
2021-07-01,public,BB,D,0.0,0.0
2021-07-01,public,BBB,A,0.18181818181818182,0.18101296278526013
2021-07-01,public,BBB,AAA,0.0,0.0
2021-07-01,public,BBB,B,0.0,0.00015186721115346074
2021-07-01,public,BBB,BB,0.09090909090909091,0.002438292775514321
2021-07-01,public,BBB,BBB,0.7272727272727273,0.8163682414435169
2021-07-01,public,BBB,C,0.0,2.8635784555105435e-05
2021-07-01,public,BBB,D,0.0,0.0
2021-07-01,public,C,A,0.0,0.0
2021-07-01,public,C,AAA,0.0,0.0
2021-07-01,public,C,B,0.0,0.3527236540240728
2021-07-01,public,C,BB,0.0,0.0
2021-07-01,public,C,BBB,0.0,0.0
2021-07-01,public,C,C,0.75,0.6405527386731801
2021-07-01,public,C,D,0.25,0.006723607302747134
2021-10-01,public,A,A,0.5,0.7299384603770083
2021-10-01,public,A,AAA,0.25,0.26616968159466403
2021-10-01,public,A,B,0.0,0.0
2021-10-01,public,A,BB,0.0,0.0
2021-10-01,public,A,BBB,0.25,0.0038918580283276525
2021-10-01,public,A,C,0.0,0.0
2021-10-01,public,A,D,0.0,0.0
2021-10-01,public,AAA,A,0.0,0.018090939097977148
2021-10-01,public,AAA,AAA,1.0,0.9819090609020229
2021-10-01,public,AAA,B,0.0,0.0
2021-10-01,public,AAA,BB,0.0,0.0
2021-10-01,public,AAA,BBB,0.0,0.0
2021-10-01,public,AAA,C,0.0,0.0
2021-10-01,public,AAA,D,0.0,0.0
2021-10-01,public,B,A,0.0,0.014512337826926958
2021-10-01,public,B,AAA,0.0,0.0
2021-10-01,public,B,B,0.9473684210526315,0.8447036345008799
2021-10-01,public,B,BB,0.0,0.13852694197372695
2021-10-01,public,B,BBB,0.0,0.0
2021-10-01,public,B,C,0.0,0.002254803114367071
2021-10-01,public,B,D,0.05263157894736842,2.282584099120579e-06
2021-10-01,public,BB,A,0.0,0.0559058417491779
2021-10-01,public,BB,AAA,0.0,0.0
2021-10-01,public,BB,B,0.1111111111111111,0.002736880647001957
2021-10-01,public,BB,BB,0.7777777777777778,0.6815790246429867
2021-10-01,public,BB,BBB,0.1111111111111111,0.25975259036338505
2021-10-01,public,BB,C,0.0,2.5662597448369155e-05
2021-10-01,public,BB,D,0.0,0.0
2021-10-01,public,BBB,A,0.2222222222222222,0.24509894615688332
2021-10-01,public,BBB,AAA,0.0,0.0
2021-10-01,public,BBB,B,0.0,6.484035062146157e-05
2021-10-01,public,BBB,BB,0.1111111111111111,0.0012152400239645483
2021-10-01,public,BBB,BBB,0.6666666666666666,0.7536100582546114
2021-10-01,public,BBB,C,0.0,1.0915213919262539e-05
2021-10-01,public,BBB,D,0.0,0.0
2021-10-01,public,C,A,0.0,0.0
2021-10-01,public,C,AAA,0.0,0.0
